#                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_1_length_570323_cov_37.907400_43   -            262 46726at72274         -            190   5.3e-82  272.8   4.7   1   1   3.2e-83   1.5e-81  271.3   4.7     6   188    18   236    14   239 0.87 # 44484 # 45269 # 1 # ID=1_43;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.640
NODE_3_length_236953_cov_39.268499_26   -            273 46726at72274         -            190   1.1e-18   66.4   0.6   2   2   8.5e-12   4.1e-10   38.4   0.1    47   153   102   210    95   244 0.86 # 29425 # 30243 # -1 # ID=3_26;partial=00;start_type=GTG;rbs_motif=AGGAGG;rbs_spacer=3-4bp;gc_cont=0.623
NODE_13_length_139524_cov_37.894964_83  -            360 46726at72274         -            190   1.6e-18   65.8   0.1   1   2    0.0034      0.17   10.3   0.0    18    49    26    57    13    66 0.85 # 93177 # 94256 # -1 # ID=13_83;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.643
NODE_13_length_139524_cov_37.894964_83  -            360 46726at72274         -            190   1.6e-18   65.8   0.1   2   2   3.7e-16   1.8e-14   52.6   0.1    77   155   125   207   103   216 0.88 # 93177 # 94256 # -1 # ID=13_83;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.643
NODE_30_length_81004_cov_38.527587_16   -            234 46726at72274         -            190     3e-18   64.9   0.2   1   2   9.8e-08   4.8e-06   25.1   0.1     9    48    17    59    12    69 0.84 # 19244 # 19945 # 1 # ID=30_16;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.604
NODE_30_length_81004_cov_38.527587_16   -            234 46726at72274         -            190     3e-18   64.9   0.2   2   2   1.1e-11   5.5e-10   38.0   0.0    83   175   132   228   112   232 0.86 # 19244 # 19945 # 1 # ID=30_16;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.604
NODE_45_length_46072_cov_40.687705_14   -            262 46726at72274         -            190   3.6e-18   64.7   0.1   1   2   2.1e-06    0.0001   20.8   0.0     7    49    25    70    22    96 0.86 # 10605 # 11390 # 1 # ID=45_14;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.602
NODE_45_length_46072_cov_40.687705_14   -            262 46726at72274         -            190   3.6e-18   64.7   0.1   2   2   6.9e-13   3.3e-11   41.9   0.0    68   172   137   248   114   258 0.83 # 10605 # 11390 # 1 # ID=45_14;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.602
NODE_54_length_36247_cov_38.379043_2    -            311 46726at72274         -            190     7e-18   63.7   0.1   1   2   6.2e-06    0.0003   19.3   0.0     9    49    21    64    17    90 0.86 # 948 # 1880 # -1 # ID=54_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.592
NODE_54_length_36247_cov_38.379043_2    -            311 46726at72274         -            190     7e-18   63.7   0.1   2   2   6.9e-13   3.3e-11   42.0   0.0    71   142   120   197   108   217 0.76 # 948 # 1880 # -1 # ID=54_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.592
NODE_14_length_139126_cov_47.028587_13  -            256 46726at72274         -            190     7e-18   63.7   0.0   1   2   9.5e-08   4.6e-06   25.2   0.0     6    49    14    60    10    64 0.90 # 12741 # 13508 # -1 # ID=14_13;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.632
NODE_14_length_139126_cov_47.028587_13  -            256 46726at72274         -            190     7e-18   63.7   0.0   2   2   3.3e-11   1.6e-09   36.5   0.0    77   178   126   236   101   247 0.74 # 12741 # 13508 # -1 # ID=14_13;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.632
NODE_2_length_306509_cov_38.263647_261  -            259 46726at72274         -            190   8.4e-18   63.5   0.1   1   2   1.1e-07   5.2e-06   25.0   0.0     6    49    17    63    14    92 0.90 # 301144 # 301920 # -1 # ID=2_261;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.606
NODE_2_length_306509_cov_38.263647_261  -            259 46726at72274         -            190   8.4e-18   63.5   0.1   2   2   2.7e-11   1.3e-09   36.8   0.0    69   166   121   225    94   244 0.81 # 301144 # 301920 # -1 # ID=2_261;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.606
NODE_29_length_93387_cov_37.456478_57   -            272 46726at72274         -            190   8.7e-18   63.4   0.1   1   2   3.6e-05    0.0017   16.8   0.0    17    49    36    68    21    73 0.83 # 77194 # 78009 # -1 # ID=29_57;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.629
NODE_29_length_93387_cov_37.456478_57   -            272 46726at72274         -            190   8.7e-18   63.4   0.1   2   2   9.6e-14   4.6e-12   44.7   0.0    80   154   132   210   102   217 0.83 # 77194 # 78009 # -1 # ID=29_57;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.629
NODE_33_length_70147_cov_38.643328_16   -            324 46726at72274         -            190   8.8e-18   63.4   0.5   1   2   0.00073     0.035   12.5   0.0     9    49    30    73    24    81 0.83 # 19847 # 20818 # -1 # ID=33_16;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.631
NODE_33_length_70147_cov_38.643328_16   -            324 46726at72274         -            190   8.8e-18   63.4   0.5   2   2   4.5e-15   2.2e-13   49.1   0.1    71   154   136   227   125   243 0.80 # 19847 # 20818 # -1 # ID=33_16;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.631
NODE_1_length_570323_cov_37.907400_352  -            246 46726at72274         -            190   1.1e-17   63.0   1.7   1   2   4.4e-07   2.1e-05   23.0   0.2     7    54    17    67    13    91 0.88 # 383590 # 384327 # -1 # ID=1_352;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.603
NODE_1_length_570323_cov_37.907400_352  -            246 46726at72274         -            190   1.1e-17   63.0   1.7   2   2   3.8e-12   1.8e-10   39.5   0.1    63   177   114   235    93   243 0.77 # 383590 # 384327 # -1 # ID=1_352;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.603
NODE_2_length_306509_cov_38.263647_233  -            260 46726at72274         -            190   1.2e-17   62.9   0.1   1   2   8.3e-06    0.0004   18.9   0.0     8    49    20    64    16    70 0.86 # 268401 # 269180 # 1 # ID=2_233;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.644
NODE_2_length_306509_cov_38.263647_233  -            260 46726at72274         -            190   1.2e-17   62.9   0.1   2   2     6e-13   2.9e-11   42.1   0.0    63   149   112   202    96   209 0.77 # 268401 # 269180 # 1 # ID=2_233;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.644
NODE_21_length_103627_cov_39.260850_71  -            278 46726at72274         -            190   1.4e-17   62.7   0.2   1   3   4.4e-05    0.0021   16.5   0.1    11    44    22    58    15    69 0.75 # 83175 # 84008 # -1 # ID=21_71;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.646
NODE_21_length_103627_cov_39.260850_71  -            278 46726at72274         -            190   1.4e-17   62.7   0.2   2   3       6.1   2.9e+02   -0.3   0.0    42    66    79   103    60   115 0.72 # 83175 # 84008 # -1 # ID=21_71;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.646
NODE_21_length_103627_cov_39.260850_71  -            278 46726at72274         -            190   1.4e-17   62.7   0.2   3   3   4.3e-13   2.1e-11   42.6   0.0    76   169   144   242   125   255 0.79 # 83175 # 84008 # -1 # ID=21_71;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.646
NODE_6_length_212516_cov_37.602644_132  -            239 46726at72274         -            190   1.8e-17   62.4   0.0   1   2   2.1e-07     1e-05   24.1   0.0     8    49    20    64    17    75 0.85 # 149675 # 150391 # -1 # ID=6_132;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.616
NODE_6_length_212516_cov_37.602644_132  -            239 46726at72274         -            190   1.8e-17   62.4   0.0   2   2   3.6e-11   1.7e-09   36.4   0.0    79   171   132   228   109   237 0.77 # 149675 # 150391 # -1 # ID=6_132;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.616
NODE_1_length_570323_cov_37.907400_47   -            336 46726at72274         -            190     2e-17   62.3   0.7   1   2   3.2e-05    0.0015   16.9   0.0    17    49    32    64    18    74 0.84 # 49330 # 50337 # 1 # ID=1_47;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.628
NODE_1_length_570323_cov_37.907400_47   -            336 46726at72274         -            190     2e-17   62.3   0.7   2   2   1.9e-13     9e-12   43.8   0.2    60   171   118   233    83   250 0.78 # 49330 # 50337 # 1 # ID=1_47;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.628
NODE_1_length_570323_cov_37.907400_478  -            224 46726at72274         -            190   2.4e-17   62.0   0.3   1   2    0.0001    0.0048   15.3   0.0    18    48    30    60    17    69 0.86 # 517229 # 517900 # 1 # ID=1_478;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.621
NODE_1_length_570323_cov_37.907400_478  -            224 46726at72274         -            190   2.4e-17   62.0   0.3   2   2   9.4e-14   4.5e-12   44.8   0.1    68   156   118   212    94   220 0.79 # 517229 # 517900 # 1 # ID=1_478;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.621
NODE_16_length_126463_cov_38.500032_22  -            282 46726at72274         -            190   2.9e-17   61.7   0.2   1   2   1.9e-05   0.00091   17.7   0.0     7    49    45    90    41    99 0.85 # 21582 # 22427 # 1 # ID=16_22;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.624
NODE_16_length_126463_cov_38.500032_22  -            282 46726at72274         -            190   2.9e-17   61.7   0.2   2   2   9.9e-13   4.8e-11   41.4   0.0    79   156   172   252   155   273 0.81 # 21582 # 22427 # 1 # ID=16_22;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.624
NODE_20_length_107058_cov_38.472495_42  -            255 46726at72274         -            190   3.9e-17   61.3   0.2   1   2   8.3e-06    0.0004   18.9   0.0     8    48    28    71    26   113 0.86 # 38970 # 39734 # -1 # ID=20_42;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.609
NODE_20_length_107058_cov_38.472495_42  -            255 46726at72274         -            190   3.9e-17   61.3   0.2   2   2   1.7e-12   8.3e-11   40.7   0.0    79   171   143   239   116   248 0.79 # 38970 # 39734 # -1 # ID=20_42;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.609
NODE_21_length_103627_cov_39.260850_84  -            212 46726at72274         -            190   5.4e-17   60.8   0.0   1   2   1.4e-08   6.9e-07   27.9   0.0     6    50    18    65    14    81 0.85 # 94051 # 94686 # -1 # ID=21_84;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.660
NODE_21_length_103627_cov_39.260850_84  -            212 46726at72274         -            190   5.4e-17   60.8   0.0   2   2   1.5e-09   7.2e-08   31.1   0.0    76   130   125   179   106   205 0.74 # 94051 # 94686 # -1 # ID=21_84;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.660
NODE_6_length_212516_cov_37.602644_100  -            287 46726at72274         -            190   7.1e-17   60.4   0.2   1   2   1.1e-06   5.2e-05   21.8   0.0    17    46    72   101    58   109 0.82 # 112270 # 113130 # 1 # ID=6_100;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.626
NODE_6_length_212516_cov_37.602644_100  -            287 46726at72274         -            190   7.1e-17   60.4   0.2   2   2   2.6e-11   1.3e-09   36.8   0.0    75   176   178   282   128   285 0.82 # 112270 # 113130 # 1 # ID=6_100;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.626
NODE_2_length_306509_cov_38.263647_181  -            258 46726at72274         -            190   7.5e-17   60.4   0.2   1   2   0.00033     0.016   13.6   0.1     8    48    22    65    18    72 0.84 # 218156 # 218929 # 1 # ID=2_181;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.603
NODE_2_length_306509_cov_38.263647_181  -            258 46726at72274         -            190   7.5e-17   60.4   0.2   2   2     9e-14   4.4e-12   44.8   0.0    67   171   133   244    91   252 0.85 # 218156 # 218929 # 1 # ID=2_181;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.603
NODE_15_length_135443_cov_38.650429_24  -            270 46726at72274         -            190   7.9e-17   60.3   0.1   1   2   2.1e-05     0.001   17.5   0.0     6    50    21    68    17    77 0.83 # 22394 # 23203 # 1 # ID=15_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.607
NODE_15_length_135443_cov_38.650429_24  -            270 46726at72274         -            190   7.9e-17   60.3   0.1   2   2   1.6e-12   7.5e-11   40.8   0.0    66   169   123   234   102   243 0.78 # 22394 # 23203 # 1 # ID=15_24;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.607
NODE_4_length_234169_cov_37.461050_17   -            228 46726at72274         -            190   1.3e-16   59.5   0.3   1   2   0.00013    0.0062   15.0   0.1     8    49    24    68    18    76 0.85 # 11867 # 12550 # 1 # ID=4_17;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.646
NODE_4_length_234169_cov_37.461050_17   -            228 46726at72274         -            190   1.3e-16   59.5   0.3   2   2   3.6e-13   1.7e-11   42.9   0.0    71   146   127   209   103   220 0.79 # 11867 # 12550 # 1 # ID=4_17;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.646
NODE_9_length_204135_cov_38.603500_42   -            393 46726at72274         -            190   1.4e-16   59.5   0.2   1   2    0.0015     0.074   11.5   0.1    17    47    54    84    36    91 0.82 # 48363 # 49541 # -1 # ID=9_42;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.602
NODE_9_length_204135_cov_38.603500_42   -            393 46726at72274         -            190   1.4e-16   59.5   0.2   2   2   5.1e-14   2.4e-12   45.6   0.0    79   176   162   266   143   275 0.79 # 48363 # 49541 # -1 # ID=9_42;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.602
NODE_2_length_306509_cov_38.263647_119  -            245 46726at72274         -            190   1.4e-16   59.5   0.4   1   2   4.8e-06   0.00023   19.6   0.0    10    49    22    64    15    71 0.80 # 144799 # 145533 # -1 # ID=2_119;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.611
NODE_2_length_306509_cov_38.263647_119  -            245 46726at72274         -            190   1.4e-16   59.5   0.4   2   2   1.3e-11   6.2e-10   37.8   0.0    72   154   125   213   118   226 0.83 # 144799 # 145533 # -1 # ID=2_119;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.611
NODE_44_length_48511_cov_38.642772_32   -            255 46726at72274         -            190   1.4e-16   59.5   0.0   1   2   2.1e-05     0.001   17.5   0.0     7    48    28    72    25   102 0.88 # 31997 # 32761 # -1 # ID=44_32;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.578
NODE_44_length_48511_cov_38.642772_32   -            255 46726at72274         -            190   1.4e-16   59.5   0.0   2   2   2.7e-12   1.3e-10   40.0   0.0    83   167   148   236   119   249 0.81 # 31997 # 32761 # -1 # ID=44_32;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.578
NODE_38_length_63664_cov_35.979697_23   -            441 46726at72274         -            190   1.4e-16   59.5   0.6   1   2   3.9e-08   1.9e-06   26.5   0.0     7    49    32    77    27    85 0.90 # 27951 # 29273 # 1 # ID=38_23;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.622
NODE_38_length_63664_cov_35.979697_23   -            441 46726at72274         -            190   1.4e-16   59.5   0.6   2   2   1.9e-09   9.1e-08   30.7   0.0    83   154   144   222   124   229 0.76 # 27951 # 29273 # 1 # ID=38_23;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.622
NODE_21_length_103627_cov_39.260850_63  -            258 46726at72274         -            190   1.7e-16   59.2   0.4   1   2    0.0014     0.069   11.6   0.0    17    48    32    63    19    67 0.87 # 76725 # 77498 # -1 # ID=21_63;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.641
NODE_21_length_103627_cov_39.260850_63  -            258 46726at72274         -            190   1.7e-16   59.2   0.4   2   2   4.5e-14   2.2e-12   45.8   0.1    83   172   149   243   130   250 0.84 # 76725 # 77498 # -1 # ID=21_63;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.641
NODE_5_length_229594_cov_37.843998_75   -            665 46726at72274         -            190   1.8e-16   59.1   0.1   1   2   1.3e-05   0.00062   18.2   0.1     8    49   427   471   423   480 0.85 # 93087 # 95081 # 1 # ID=5_75;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.625
NODE_5_length_229594_cov_37.843998_75   -            665 46726at72274         -            190   1.8e-16   59.1   0.1   2   2   8.9e-12   4.3e-10   38.3   0.0    83   175   557   653   534   664 0.76 # 93087 # 95081 # 1 # ID=5_75;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.625
NODE_29_length_93387_cov_37.456478_7    -            284 46726at72274         -            190     2e-16   59.0   0.0   1   2   9.6e-07   4.6e-05   21.9   0.0    11    49    41    82    32    94 0.79 # 10409 # 11260 # 1 # ID=29_7;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.623
NODE_29_length_93387_cov_37.456478_7    -            284 46726at72274         -            190     2e-16   59.0   0.0   2   2   8.8e-11   4.2e-09   35.1   0.0    78   157   146   229   112   244 0.86 # 10409 # 11260 # 1 # ID=29_7;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.623
NODE_32_length_78575_cov_37.925833_40   -            280 46726at72274         -            190   2.3e-16   58.8   0.1   1   2   5.5e-05    0.0027   16.2   0.0    17    49    38    70    20    75 0.85 # 39485 # 40324 # -1 # ID=32_40;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.627
NODE_32_length_78575_cov_37.925833_40   -            280 46726at72274         -            190   2.3e-16   58.8   0.1   2   2   1.8e-12   8.7e-11   40.6   0.1    76   153   130   211   115   215 0.82 # 39485 # 40324 # -1 # ID=32_40;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.627
NODE_24_length_98846_cov_39.548735_45   -            945 46726at72274         -            190   2.3e-16   58.8   0.7   1   3   2.3e-06   0.00011   20.7   0.0    77   172   478   584   451   588 0.69 # 35680 # 38514 # -1 # ID=24_45;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.604
NODE_24_length_98846_cov_39.548735_45   -            945 46726at72274         -            190   2.3e-16   58.8   0.7   2   3      0.76        37    2.7   0.1     9    37   622   653   618   669 0.71 # 35680 # 38514 # -1 # ID=24_45;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.604
NODE_24_length_98846_cov_39.548735_45   -            945 46726at72274         -            190   2.3e-16   58.8   0.7   3   3   1.7e-09   8.1e-08   30.9   0.0    67   169   812   925   801   934 0.67 # 35680 # 38514 # -1 # ID=24_45;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.604
NODE_68_length_17250_cov_39.301520_15   -            230 46726at72274         -            190   2.3e-16   58.8   0.3   1   2   1.4e-07   6.7e-06   24.6   0.1     7    49    15    60    12   101 0.91 # 16343 # 17032 # 1 # ID=68_15;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.557
NODE_68_length_17250_cov_39.301520_15   -            230 46726at72274         -            190   2.3e-16   58.8   0.3   2   2   1.2e-09   5.6e-08   31.4   0.0    78   155   124   205   110   220 0.80 # 16343 # 17032 # 1 # ID=68_15;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.557
NODE_28_length_94833_cov_36.246686_25   -            255 46726at72274         -            190   2.8e-16   58.5   0.1   1   2   2.6e-05    0.0013   17.2   0.0     7    49    17    62    13    65 0.87 # 23952 # 24716 # -1 # ID=28_25;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.634
NODE_28_length_94833_cov_36.246686_25   -            255 46726at72274         -            190   2.8e-16   58.5   0.1   2   2   4.8e-12   2.3e-10   39.2   0.1    78   148   134   208   117   218 0.77 # 23952 # 24716 # -1 # ID=28_25;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.634
NODE_33_length_70147_cov_38.643328_10   -            386 46726at72274         -            190   2.9e-16   58.4   0.3   1   1   6.8e-13   3.3e-11   42.0   0.3    10   153    22   212    15   243 0.64 # 13907 # 15064 # -1 # ID=33_10;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.601
NODE_24_length_98846_cov_39.548735_80   -            237 46726at72274         -            190   3.4e-16   58.2   0.4   1   2   8.2e-05    0.0039   15.6   0.1    18    49    34    65    26    72 0.91 # 80342 # 81052 # -1 # ID=24_80;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.653
NODE_24_length_98846_cov_39.548735_80   -            237 46726at72274         -            190   3.4e-16   58.2   0.4   2   2   1.7e-12     8e-11   40.7   0.0    68   143   135   214   121   224 0.85 # 80342 # 81052 # -1 # ID=24_80;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.653
NODE_29_length_93387_cov_37.456478_3    -            679 46726at72274         -            190   5.5e-16   57.5   2.5   1   2   1.1e-05   0.00052   18.5   0.2     6    47   458   502   454   539 0.79 # 4907 # 6943 # 1 # ID=29_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.607
NODE_29_length_93387_cov_37.456478_3    -            679 46726at72274         -            190   5.5e-16   57.5   2.5   2   2   2.2e-11   1.1e-09   37.0   0.2    81   144   578   643   545   669 0.79 # 4907 # 6943 # 1 # ID=29_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.607
NODE_67_length_17658_cov_36.660827_5    -            250 46726at72274         -            190   6.3e-16   57.3   0.3   1   2   1.7e-06     8e-05   21.1   0.0    10    49    21    63    16   113 0.83 # 4220 # 4969 # 1 # ID=67_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.647
NODE_67_length_17658_cov_36.660827_5    -            250 46726at72274         -            190   6.3e-16   57.3   0.3   2   2   1.3e-10   6.5e-09   34.5   0.2    79   172   143   239   121   246 0.78 # 4220 # 4969 # 1 # ID=67_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.647
NODE_6_length_212516_cov_37.602644_101  -            233 46726at72274         -            190   6.7e-16   57.3   0.2   1   2   6.2e-07     3e-05   22.5   0.1     8    49    16    60    13    75 0.80 # 113247 # 113945 # 1 # ID=6_101;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.621
NODE_6_length_212516_cov_37.602644_101  -            233 46726at72274         -            190   6.7e-16   57.3   0.2   2   2   6.4e-10   3.1e-08   32.3   0.0    77   168   126   222   111   226 0.79 # 113247 # 113945 # 1 # ID=6_101;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.621
NODE_50_length_38784_cov_41.193789_32   -            245 46726at72274         -            190   1.2e-15   56.5   0.5   1   2     4e-05    0.0019   16.6   0.1    17    49    28    60    14    84 0.80 # 34252 # 34986 # 1 # ID=50_32;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.600
NODE_50_length_38784_cov_41.193789_32   -            245 46726at72274         -            190   1.2e-15   56.5   0.5   2   2   1.1e-11   5.4e-10   38.0   0.1    72   155   121   210   113   224 0.79 # 34252 # 34986 # 1 # ID=50_32;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.600
NODE_33_length_70147_cov_38.643328_17   -            323 46726at72274         -            190   1.5e-15   56.1   2.0   1   2     0.015      0.73    8.2   0.1     9    42    22    58    16   101 0.81 # 20818 # 21786 # -1 # ID=33_17;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.627
NODE_33_length_70147_cov_38.643328_17   -            323 46726at72274         -            190   1.5e-15   56.1   2.0   2   2   1.9e-14   9.4e-13   47.0   0.4    80   153   148   225   129   243 0.85 # 20818 # 21786 # -1 # ID=33_17;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.627
NODE_25_length_96941_cov_38.406611_13   -            260 46726at72274         -            190   1.7e-15   56.0   0.0   1   2   0.00016    0.0079   14.6   0.0     6    37    25    59    21    76 0.80 # 19097 # 19876 # 1 # ID=25_13;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.578
NODE_25_length_96941_cov_38.406611_13   -            260 46726at72274         -            190   1.7e-15   56.0   0.0   2   2   4.4e-12   2.1e-10   39.3   0.1    78   150   149   223   128   255 0.79 # 19097 # 19876 # 1 # ID=25_13;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.578
NODE_30_length_81004_cov_38.527587_71   -            581 46726at72274         -            190   1.7e-15   56.0   0.6   1   2   4.5e-06   0.00022   19.7   0.1    17    56   356   395   342   458 0.81 # 74958 # 76700 # -1 # ID=30_71;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.649
